doctor_name,speciality,area,latitude,longitude,fees,rating,contact,address,availability_text,availability_flag
Dr Nikhil Chopra,general medicine,krishna nagar,28.661532,77.295161,600.0,4.3,+91-977734219,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Mehra,general medicine,krishna nagar,28.659957,77.300729,500.0,4.5,+91-990992069,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kunal Anand,general medicine,krishna nagar,28.641601,77.292103,500.0,4.5,+91-988272758,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shivani Kaur,general medicine,krishna nagar,28.637219,77.272426,600.0,4.6,+91-928955559,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mohan Lal,general medicine,krishna nagar,28.660294,77.301711,1000.0,4.0,+91-985948510,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kabir Ahmed,general medicine,krishna nagar,28.65743,77.297348,800.0,3.9,+91-948703932,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Chopra,general medicine,krishna nagar,28.636581,77.284215,1000.0,4.6,+91-987065018,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Suman Lata,general medicine,krishna nagar,28.641692,77.297925,400.0,4.2,+91-928143816,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anurag Verma,general medicine,krishna nagar,28.657665,77.280565,800.0,4.3,+91-923823388,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rashmi Yadav,general medicine,krishna nagar,28.667257,77.281929,500.0,4.2,+91-966168264,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vivek Bedi,general medicine,krishna nagar,28.644534,77.299964,800.0,3.9,+91-948256487,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Payal Joshi,general medicine,krishna nagar,28.635119,77.285584,500.0,4.1,+91-957406021,"General Physician Clinic / Hospital, Krishna Nagar, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neeraj Gupta,general medicine,rohini,28.705837,77.118053,400.0,4.4,+91-911702711,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajat Sharma,general medicine,rohini,28.73654,77.119032,1000.0,4.8,+91-904565185,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunita Bhardwaj,general medicine,rohini,28.717668,77.111788,700.0,4.4,+91-928517788,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Asha Gupta,general medicine,rohini,28.741014,77.101352,600.0,4.6,+91-987576565,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Puneet Malhotra,general medicine,rohini,28.732224,77.09823,800.0,4.1,+91-997388574,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepa Nair,general medicine,rohini,28.726793,77.091994,400.0,4.7,+91-992237293,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vikas Arora,general medicine,rohini,28.72272,77.12743,1000.0,4.6,+91-939836540,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Kapoor,general medicine,rohini,28.708855,77.109537,1000.0,4.5,+91-966886355,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Praveen Sethi,general medicine,rohini,28.726309,77.119977,1000.0,4.7,+91-983734421,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ankita Verma,general medicine,rohini,28.713914,77.102246,800.0,4.0,+91-920824968,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Abhishek Singh,general medicine,rohini,28.735141,77.119282,700.0,4.1,+91-931674878,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Madhuri Rao,general medicine,rohini,28.742345,77.123147,400.0,4.2,+91-958653238,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kavya Iyer,general medicine,rohini,28.711983,77.092669,500.0,4.8,+91-959382435,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sachin Bansal,general medicine,rohini,28.7337,77.126957,500.0,4.4,+91-965349855,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Richa Gupta,general medicine,rohini,28.73314,77.093928,800.0,4.1,+91-924284587,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Harpreet Kaur,general medicine,rohini,28.735154,77.096573,600.0,4.4,+91-931633446,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Verma,general medicine,rohini,28.717992,77.100282,1000.0,4.1,+91-932094965,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Namita Shah,general medicine,rohini,28.729675,77.092837,700.0,4.5,+91-957736480,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ishan Mehta,general medicine,rohini,28.728181,77.126578,1000.0,4.4,+91-954102526,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Meera Joshi,general medicine,rohini,28.741547,77.111384,600.0,4.9,+91-935704954,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Bansal,general medicine,rohini,28.717028,77.111648,400.0,4.4,+91-980299076,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kiran Joshi,general medicine,rohini,28.707103,77.118081,400.0,4.5,+91-938044803,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amit Jain,general medicine,rohini,28.734399,77.1103,600.0,4.6,+91-995115089,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Monika Srivastava,general medicine,rohini,28.710663,77.112966,1000.0,4.8,+91-923767488,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sujata Goyal,general medicine,rohini,28.704378,77.105562,600.0,4.8,+91-969737567,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Pillai,general medicine,rohini,28.717491,77.106284,800.0,4.5,+91-965168470,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Trisha Sen,general medicine,rohini,28.73945,77.120466,800.0,4.0,+91-986186542,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Dilip Kumar,general medicine,rohini,28.719708,77.101026,600.0,4.3,+91-950688742,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Mathur,general medicine,rohini,28.704563,77.104727,500.0,4.2,+91-904782748,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yashika Malik,general medicine,rohini,28.717145,77.122243,1000.0,4.2,+91-979842601,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arvind Nanda,general medicine,rohini,28.71042,77.109635,700.0,4.6,+91-962563303,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Bhawna Kapoor,general medicine,rohini,28.742488,77.112403,1000.0,4.6,+91-943178974,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritika Sehgal,general medicine,rohini,28.716711,77.127779,400.0,4.3,+91-917529442,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manoj Verma,general medicine,rohini,28.710337,77.108948,1000.0,4.2,+91-908747268,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunil Kapoor,general medicine,rohini,28.709453,77.11093,1000.0,4.4,+91-939822740,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neha Bhatia,general medicine,rohini,28.71601,77.108053,500.0,4.1,+91-993043403,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kushal Jain,general medicine,rohini,28.730178,77.129087,700.0,4.5,+91-971978238,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Seema Nanda,general medicine,rohini,28.711738,77.101362,800.0,4.7,+91-922824526,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vivek Sharma,general medicine,rohini,28.734846,77.09418,700.0,4.1,+91-900187752,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Gupta,general medicine,rohini,28.738293,77.123595,500.0,4.5,+91-956601750,"General Physician Clinic / Hospital, Rohini, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajeev Khandelwal,general medicine,shahdara,28.666252,77.272018,700.0,4.9,+91-914282567,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Megha Sharma,general medicine,shahdara,28.68925,77.286586,700.0,4.7,+91-983921452,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anil Sood,general medicine,shahdara,28.690234,77.300974,700.0,4.5,+91-920825135,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Sharma,general medicine,shahdara,28.693042,77.306868,1000.0,4.0,+91-965777248,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ramesh Gupta,general medicine,shahdara,28.679047,77.272785,400.0,4.6,+91-945935695,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nisha Agarwal,general medicine,shahdara,28.684231,77.29843,400.0,4.2,+91-949108257,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vimal Jain,general medicine,shahdara,28.692784,77.296818,700.0,4.4,+91-907726592,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Verma,general medicine,shahdara,28.699495,77.291511,500.0,3.9,+91-935439803,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Gita Sharma,general medicine,shahdara,28.664894,77.281263,500.0,4.0,+91-922957806,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Saurabh Kapoor,general medicine,shahdara,28.678899,77.271741,1000.0,4.0,+91-955864882,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rekha Menon,general medicine,shahdara,28.666748,77.287549,400.0,3.9,+91-926971602,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Suneel Prasad,general medicine,shahdara,28.703748,77.271058,500.0,4.9,+91-930996893,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shweta Rani,general medicine,shahdara,28.696262,77.279304,800.0,4.4,+91-967022703,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Amitabh Singh,general medicine,shahdara,28.679747,77.276989,600.0,4.7,+91-936211134,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Preeti Chopra,general medicine,shahdara,28.689199,77.298132,600.0,4.4,+91-940681213,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kamal Verma,general medicine,shahdara,28.67013,77.296053,1000.0,4.4,+91-920277827,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sunita Rao,general medicine,shahdara,28.697758,77.280422,400.0,4.3,+91-958996613,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nandita Khanna,general medicine,shahdara,28.685605,77.30514,1000.0,4.3,+91-986766193,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ashok Kumar,general medicine,shahdara,28.70273,77.269055,700.0,3.9,+91-929439369,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonia Bhatia,general medicine,shahdara,28.683831,77.27669,700.0,4.6,+91-966605731,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Karan Sehgal,general medicine,shahdara,28.693265,77.295547,1000.0,4.1,+91-975913848,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Deepika Anand,general medicine,shahdara,28.6893,77.302811,600.0,3.9,+91-983315656,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rohit Arora,general medicine,shahdara,28.673968,77.283654,500.0,4.9,+91-957794667,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Arpita Das,general medicine,shahdara,28.681358,77.294644,1000.0,4.1,+91-919294232,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Prakash Kumar,general medicine,shahdara,28.665558,77.306188,800.0,3.9,+91-958265124,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rajiv Bansal,general medicine,shahdara,28.694208,77.292268,1000.0,4.2,+91-988931618,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Uma Sharma,general medicine,shahdara,28.664948,77.290796,400.0,4.6,+91-996877883,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Mansi Jain,general medicine,shahdara,28.685098,77.27871,700.0,4.3,+91-944264765,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Hardik Shah,general medicine,shahdara,28.670763,77.293177,800.0,4.0,+91-940197358,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shyam Sundar,general medicine,shahdara,28.680121,77.292916,800.0,4.2,+91-966874516,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Devika Mehra,general medicine,shahdara,28.67308,77.287304,600.0,4.6,+91-931902576,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nitin Sharma,general medicine,shahdara,28.674268,77.286013,500.0,4.4,+91-928419160,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shilpa Kapoor,general medicine,shahdara,28.683063,77.273994,800.0,4.7,+91-985517133,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pradeep Malik,general medicine,shahdara,28.685484,77.270668,600.0,4.2,+91-978533240,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anju Luthra,general medicine,shahdara,28.672117,77.294647,700.0,4.4,+91-992083453,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yogesh Nair,general medicine,shahdara,28.696475,77.298548,500.0,4.3,+91-936133182,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Tarun Mehra,general medicine,shahdara,28.674407,77.295522,400.0,4.1,+91-992164478,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Richa Sood,general medicine,shahdara,28.682072,77.279861,800.0,4.6,+91-931278045,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Bhavna Kapoor,general medicine,shahdara,28.703755,77.281299,1000.0,3.9,+91-944365451,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Seema Reddy,general medicine,shahdara,28.665286,77.292841,500.0,4.0,+91-913357697,"General Physician Clinic / Hospital, Shahdara, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ritu Garg,gynecology,dwarka,28.595866,77.049825,900.0,4.8,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shilpa Ghosh,gynecology,dwarka,28.607502,77.047083,700.0,3.9,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Yashica Gudesar,gynecology,dwarka,28.602354,77.037765,800.0,4.0,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neelam Mahajan,gynecology,dwarka,28.589657,77.037356,700.0,4.4,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Anjali Kumar,gynecology,dwarka,28.58317,77.035982,500.0,4.8,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pooja Sethi,gynecology,dwarka,28.605561,77.052748,1200.0,4.7,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Manju Hotchandani,gynecology,dwarka,28.597492,77.044004,1200.0,4.4,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Vandana Sinha,gynecology,dwarka,28.580549,77.053931,700.0,4.8,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rekha Gupta,gynecology,dwarka,28.602949,77.05935,600.0,4.3,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Neha Jain,gynecology,dwarka,28.606054,77.040203,900.0,4.9,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Swati Agarwal,gynecology,dwarka,28.594903,77.059998,500.0,4.5,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ruchi Tandon,gynecology,dwarka,28.608385,77.05106,1200.0,4.7,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Nidhi Bansal,gynecology,dwarka,28.603986,77.048256,900.0,4.7,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Aarti Kakkar,gynecology,dwarka,28.608357,77.033654,1000.0,4.4,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Preeti Sharma,gynecology,dwarka,28.601773,77.037934,900.0,4.1,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Meenakshi Chauhan,gynecology,dwarka,28.581699,77.039224,1200.0,4.7,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Kiran Arora,gynecology,dwarka,28.604732,77.041615,700.0,3.9,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Sonal Gupta,gynecology,dwarka,28.5819,77.052351,800.0,4.2,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Pallavi Verma,gynecology,dwarka,28.596494,77.034258,800.0,4.4,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rashmi Jain,gynecology,dwarka,28.590132,77.040212,600.0,4.4,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Ankita Bansal,gynecology,dwarka,28.594994,77.040452,500.0,4.3,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Shruti Goel,gynecology,dwarka,28.583077,77.047591,900.0,4.6,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
Dr Rachna Aggarwal,gynecology,dwarka,28.603528,77.042011,700.0,4.7,Via Clinic / Practo,"Private Clinic / Hospital, Dwarka, Delhi","Mon–Sat | 9:30 AM – 1:30 PM, 4:30 PM – 7:30 PM",1
